"mRNA","logFC","AveExpr","t","P.Value","adj.P.Val","B","mRNA_clean","hgnc_symbol"
"ENSG00000149260.18",-0.831332749266213,4.2446520580326,-2.92718720135511,0.00402939397065664,0.634895835935427,-2.13118638499332,"ENSG00000149260","CAPN5"
"ENSG00000053747.17",-0.676532251747217,2.8917754982436,-2.92537186244648,0.00405151500159459,0.634895835935427,-2.13500458684015,"ENSG00000053747","LAMA3"
"ENSG00000101188.5",-0.523752290768666,0.66856494382499,-2.8918908424365,0.00448001231110178,0.634895835935427,-2.20506401271131,"ENSG00000101188","NTSR1"
"ENSG00000253755.1",1.31676246067206,5.25186009289874,2.89031305141541,0.00450119463059794,0.634895835935427,-2.20834861762492,"ENSG00000253755","IGHGP"
"ENSG00000114378.17",-0.67291547165524,2.09697675003834,-2.89016774977324,0.00450314995648163,0.634895835935427,-2.20865102603177,"ENSG00000114378","HYAL1"
"ENSG00000135916.16",-0.64015093869977,5.85829974355211,-2.8887621008454,0.00452210601317015,0.634895835935427,-2.21157585761125,"ENSG00000135916","ITM2C"
"ENSG00000153563.16",0.678486088343213,2.22174230768758,2.88572161042884,0.00456335927842134,0.634895835935427,-2.21789826764737,"ENSG00000153563","CD8A"
"ENSG00000163817.16",-0.796132556555032,1.95039481139121,-2.88315096408891,0.00459850636047872,0.634895835935427,-2.22323925188723,"ENSG00000163817","SLC6A20"
"ENSG00000124107.5",-1.07873973979535,6.78201510608813,-2.87730456807183,0.00467936606984266,0.634895835935427,-2.23537107835425,"ENSG00000124107","SLPI"
"ENSG00000111863.13",-0.593782371490689,1.35561174491326,-2.86298337914585,0.00488296817905544,0.634895835935427,-2.26500003758898,"ENSG00000111863","ADTRP"
"ENSG00000159166.15",-0.739762708880969,5.36938800577979,-2.85779825213522,0.00495866082954528,0.634895835935427,-2.27569632994916,"ENSG00000159166","LAD1"
"ENSG00000142627.13",-0.737311849852155,4.76583213554267,-2.85558174374655,0.00499134371346932,0.634895835935427,-2.28026365895521,"ENSG00000142627","EPHA2"
"ENSG00000197956.10",-0.721784490987076,9.7398175735633,-2.83647230913819,0.0052813939310302,0.646037176815916,-2.31951459681402,"ENSG00000197956","S100A6"
"ENSG00000130600.19",-1.01279285909123,3.28335295401617,-2.82770469002427,0.00541955725108764,0.65339138953278,-2.33744773216055,"ENSG00000130600","H19"
"ENSG00000113303.12",-0.625339543921917,1.3044737509479,-2.82752349237183,0.00542244712205156,0.65339138953278,-2.33781784819412,"ENSG00000113303","BTNL8"
"ENSG00000129451.12",-0.954201240319514,2.3803266566995,-2.81953496279775,0.00555126098149679,0.662322861930307,-2.35411505097396,"ENSG00000129451","KLK10"
"ENSG00000073737.17",-0.748185239862871,1.40000029205227,-2.81377412594132,0.00564588015867563,0.662990320240424,-2.365843006249,"ENSG00000073737","DHRS9"
"ENSG00000091831.24",0.757175651872746,0.855666907458439,2.81139116957612,0.00568544756861983,0.662990320240424,-2.37068821787567,"ENSG00000091831","ESR1"
"ENSG00000186007.10",-0.590751367269486,1.18590187191971,-2.80883412313719,0.00572818684396169,0.662990320240424,-2.37588347635308,"ENSG00000186007","LEMD1"
"ENSG00000134215.16",0.768576051703546,2.34808535493935,2.80746607076388,0.00575117303713894,0.662990320240424,-2.37866133598913,"ENSG00000134215","VAV3"
"ENSG00000163736.4",-0.79950087917331,0.704291219227736,-2.80340084006725,0.00581997484284513,0.662990320240424,-2.38690900283784,"ENSG00000163736","PPBP"
"ENSG00000107485.18",1.13863510458451,2.20111536473601,2.78522023256436,0.00613694754467397,0.662990320240424,-2.42366841192146,"ENSG00000107485","GATA3"
"ENSG00000082175.15",0.550676869015196,0.652674160217204,2.78498121398306,0.0061412175124032,0.662990320240424,-2.42415031114623,"ENSG00000082175","PGR"
"ENSG00000156510.13",-0.844848485309333,2.74547071694409,-2.78355331918691,0.006166782677113,0.662990320240424,-2.4270284296274,"ENSG00000156510","HKDC1"
"ENSG00000115457.10",-0.752842281734838,4.68036121295471,-2.76680075464443,0.00647404553667321,0.662990320240424,-2.46070035734305,"ENSG00000115457","IGFBP2"
"ENSG00000088992.18",-1.0127442947682,3.77910089184944,-2.75620880472596,0.00667543615014612,0.662990320240424,-2.48189907584616,"ENSG00000088992","TESC"
"ENSG00000123843.13",-0.686112562157203,1.78261635987437,-2.75165181514638,0.00676382014948947,0.662990320240424,-2.49099779002109,"ENSG00000123843","C4BPB"
"ENSG00000084628.10",0.560176304593082,0.577156435959157,2.74707813097172,0.00685359621341189,0.662990320240424,-2.5001167329037,"ENSG00000084628","NKAIN1"
"ENSG00000136379.12",-0.506251536456138,4.4766930209714,-2.74618932909504,0.00687116750474476,0.662990320240424,-2.50188728843127,"ENSG00000136379","ABHD17C"
"ENSG00000105131.8",-0.657269852418952,1.33424055560314,-2.73961622784814,0.00700239135339057,0.662990320240424,-2.51496595710301,"ENSG00000105131","EPHX3"
"ENSG00000100453.13",0.660602114932193,2.46990380506596,2.73838527260302,0.00702721743697069,0.662990320240424,-2.51741220108881,"ENSG00000100453","GZMB"
"ENSG00000163993.7",-1.27165735971651,7.45572329400411,-2.73784439162789,0.00703815126097621,0.662990320240424,-2.51848677784272,"ENSG00000163993","S100P"
"ENSG00000196878.15",-0.695036166376739,5.34941402891427,-2.73137782211939,0.00717007376160808,0.662990320240424,-2.53131975869395,"ENSG00000196878","LAMB3"
"ENSG00000136153.20",-0.55774080639297,3.27991218775418,-2.71747976303759,0.00746123063807821,0.662990320240424,-2.55881148529119,"ENSG00000136153","LMO7"
"ENSG00000198286.10",-0.638070571259449,2.50144069738492,-2.70441109702033,0.00774475242284076,0.663875421518768,-2.58455141721615,"ENSG00000198286","CARD11"
"ENSG00000215182.8",-1.37524535999543,2.42226441703185,-2.70050019466765,0.00783147701222505,0.663875421518768,-2.59223331531507,"ENSG00000215182","MUC5AC"
"ENSG00000169562.13",-0.754971838557094,2.74997640331171,-2.69982780008264,0.00784647575465584,0.663875421518768,-2.59355307598561,"ENSG00000169562","GJB1"
"ENSG00000167972.14",0.583948437885665,2.04157411410115,2.69514767359049,0.00795159584772841,0.663875421518768,-2.60273119506045,"ENSG00000167972","ABCA3"
"ENSG00000196188.12",-1.59707841143985,4.25396730392597,-2.6947868971639,0.00795975194637402,0.663875421518768,-2.6034381321978,"ENSG00000196188","CTSE"
"ENSG00000125285.6",-0.615360419791988,0.85866825809085,-2.69094618353334,0.00804705010520729,0.663875421518768,-2.61095885569359,"ENSG00000125285","SOX21"
"ENSG00000165376.11",-1.17968235998926,2.96109949432257,-2.68381223907526,0.00821150631764343,0.663875421518768,-2.62490344067651,"ENSG00000165376","CLDN2"
"ENSG00000186529.16",-0.6211549242952,1.80679724831987,-2.67796202548761,0.00834863269347498,0.663875421518768,-2.63631465553084,"ENSG00000186529","CYP4F3"
"ENSG00000167757.14",-0.921611741644338,2.18580195171409,-2.67790305972403,0.00835002530860953,0.663875421518768,-2.6364295614562,"ENSG00000167757","KLK11"
"ENSG00000114455.13",-0.754554868367262,1.90632076056024,-2.6741463287139,0.00843918375560544,0.663875421518768,-2.64374571071196,"ENSG00000114455","HHLA2"
"ENSG00000198074.10",-1.29120546568466,3.56348537132984,-2.67050969270191,0.00852631131845842,0.663875421518768,-2.65081943909923,"ENSG00000198074","AKR1B10"
"ENSG00000131015.5",-0.510431746481891,1.30511452140582,-2.66999121189551,0.0085387992642534,0.663875421518768,-2.65182726703283,"ENSG00000131015","ULBP2"
"ENSG00000166126.11",-0.808002258485482,2.86222094498446,-2.66634820544844,0.00862701080930192,0.663875421518768,-2.65890375936399,"ENSG00000166126","AMN"
"ENSG00000254872.3",-0.528419319438342,0.733812295735329,-2.66576550258526,0.00864119651978697,0.663875421518768,-2.66003486926947,"ENSG00000254872","LINC02688"
"ENSG00000127585.12",0.554041150652089,1.77360153742581,2.66236615100948,0.00872437375960588,0.663875421518768,-2.66662919376987,"ENSG00000127585","FBXL16"
"ENSG00000165152.9",-0.578516849326474,2.58091469378568,-2.65574750749295,0.00888840148711443,0.663875421518768,-2.67944745121672,"ENSG00000165152","PGAP4"
"ENSG00000124126.14",0.544625552748369,3.08641546752048,2.65406113577471,0.00893063723800149,0.663875421518768,-2.68270897059389,"ENSG00000124126","PREX1"
"ENSG00000113739.10",0.919884765138321,2.30714515059455,2.65041148851832,0.00902266522645361,0.663875421518768,-2.68976134982803,"ENSG00000113739","STC2"
"ENSG00000136059.14",-0.653176387748941,2.96448685138866,-2.64903351323962,0.00905763380438969,0.663875421518768,-2.69242186628028,"ENSG00000136059","VILL"
"ENSG00000161798.7",-1.08907119759996,2.39595653355526,-2.64670777985356,0.00911693110308842,0.663875421518768,-2.69690951422098,"ENSG00000161798","AQP5"
"ENSG00000068078.20",-0.627367662413556,2.94719709014599,-2.64629070937362,0.00912760179049339,0.663875421518768,-2.69771391302021,"ENSG00000068078","FGFR3"
"ENSG00000116824.5",0.616092944175609,3.06719217892033,2.63178895648518,0.00950571094167028,0.66549976135712,-2.72561422339628,"ENSG00000116824","CD2"
"ENSG00000117983.17",-1.05136657911747,2.43722997012182,-2.62491399967097,0.00968985309354169,0.66549976135712,-2.73879418382488,"ENSG00000117983","MUC5B"
"ENSG00000090776.6",-0.508986052688878,4.82692398169565,-2.62033778627193,0.00981420096241791,0.66549976135712,-2.74755046602838,"ENSG00000090776","EFNB1"
"ENSG00000148346.12",-1.4925737974051,7.26134954271212,-2.6182771690074,0.00987066154312435,0.66549976135712,-2.75148894325043,"ENSG00000148346","LCN2"
"ENSG00000104447.13",0.726406355027044,1.98146537130326,2.61082437265616,0.0100773187763888,0.66549976135712,-2.7657108308343,"ENSG00000104447","TRPS1"
"ENSG00000142623.11",-0.594771137431944,0.677863260867786,-2.60888059773112,0.0101318541965441,0.66549976135712,-2.76941420831249,"ENSG00000142623","PADI1"
"ENSG00000175164.15",-0.630655910684414,2.54780883424011,-2.60532126586714,0.010232405743094,0.66549976135712,-2.77618934375321,"ENSG00000175164","ABO"
"ENSG00000135773.13",-0.61570682212477,1.40630412199265,-2.60473597401794,0.0102490260522793,0.66549976135712,-2.777302659861,"ENSG00000135773","CAPN9"
"ENSG00000124920.14",-0.828146512501782,2.96826619321191,-2.60124920456671,0.0103485431336171,0.665625637946261,-2.78393048070503,"ENSG00000124920","MYRF"
"ENSG00000138615.6",0.8580113306563,1.74293134736609,2.59834637923529,0.0104320561730979,0.665625637946261,-2.78944235736211,"ENSG00000138615","CILP"
"ENSG00000143153.13",-0.540523695865474,6.99785993896732,-2.5960856770072,0.0104975151448866,0.665625637946261,-2.79373122316693,"ENSG00000143153","ATP1B1"
"ENSG00000211935.3",1.19185275674318,3.83116598660264,2.59451323132703,0.0105432632168267,0.665625637946261,-2.79671243422804,"ENSG00000211935","IGHV1-3"
"ENSG00000211893.4",1.05706824369647,5.95317326199645,2.59375584600534,0.0105653622004994,0.665625637946261,-2.79814779942302,"ENSG00000211893","IGHG2"
"ENSG00000180861.9",-0.679258675410009,1.81786251050071,-2.58348103497282,0.0108693046951752,0.665625637946261,-2.8175837437656,"ENSG00000180861","LINC01559"
"ENSG00000176153.12",-1.39379914771263,6.61912774852191,-2.57970136461533,0.0109830749836541,0.665625637946261,-2.8247163149721,"ENSG00000176153","GPX2"
"ENSG00000171428.15",0.583987306687731,2.18185965142049,2.57387460522272,0.0111605612372376,0.665625637946261,-2.83569389370128,"ENSG00000171428","NAT1"
"ENSG00000109436.8",0.610426938972654,2.99479234369711,2.57343792818147,0.0111739658726437,0.665625637946261,-2.83651570911391,"ENSG00000109436","TBC1D9"
"ENSG00000019102.12",-1.0643774761527,3.61500437845502,-2.57293865085616,0.0111893098623915,0.665625637946261,-2.83745518606974,"ENSG00000019102","VSIG2"
"ENSG00000120306.11",-0.692780524197416,6.22066970422845,-2.56278447786361,0.0115055060584918,0.665625637946261,-2.85652713281483,"ENSG00000120306","CYSTM1"
"ENSG00000211892.4",1.07761382265561,5.13028971486702,2.5576749024972,0.0116676296337304,0.669699341095807,-2.86609895273598,"ENSG00000211892","IGHG4"
"ENSG00000238279.1",-0.526223303616155,1.81274093968934,-2.55444368540934,0.0117712091417945,0.669806204098572,-2.87214331739672,"ENSG00000238279","ENSG00000238279"
"ENSG00000188643.11",-0.508853780901743,7.05716279209863,-2.55212469176083,0.0118460541535954,0.669806204098572,-2.87647710224204,"ENSG00000188643","S100A16"
"ENSG00000164266.11",-1.43158968556563,5.20510961455032,-2.54858184367123,0.0119612230971633,0.669806204098572,-2.88309133628609,"ENSG00000164266","SPINK1"
"ENSG00000186868.16",0.518900384930012,0.784478841183788,2.53379626183865,0.0124527770776969,0.678060355047393,-2.91060719285993,"ENSG00000186868","MAPT"
"ENSG00000142273.13",-0.53524327116999,4.72805618371435,-2.53090333681141,0.0125510437942954,0.680058793507461,-2.9159743320538,"ENSG00000142273","CBLC"
"ENSG00000137825.11",-0.562103930379564,2.13181826329853,-2.52709340345399,0.0126815186306434,0.680239004051134,-2.92303447983013,"ENSG00000137825","ITPKA"
"ENSG00000271447.6",-0.654279268314623,2.34970254963972,-2.52117820837257,0.0128864971062076,0.681178848563088,-2.93397719465883,"ENSG00000271447","MMP28"
"ENSG00000133110.15",0.783526966143925,5.24996473342302,2.51079775946744,0.0132533857576816,0.686070345489928,-2.95312537363902,"ENSG00000133110","POSTN"
"ENSG00000125845.7",-0.619710501581079,2.75653730082623,-2.51079530639659,0.0132534735521971,0.686070345489928,-2.95312989038749,"ENSG00000125845","BMP2"
"ENSG00000284648.1",-0.51884354121095,1.77965619412923,-2.50656141496692,0.0134057802049644,0.686070345489928,-2.96091976198418,"ENSG00000284648","ENSG00000284648"
"ENSG00000169035.12",-0.79977615595445,1.7449909687499,-2.50655414808224,0.013406042957488,0.686070345489928,-2.9609331221836,"ENSG00000169035","KLK7"
"ENSG00000243264.2",0.840344557895226,2.51924743067555,2.49669978984692,0.0137666162028119,0.688899678578729,-2.97901875681914,"ENSG00000243264","IGKV2D-29"
"ENSG00000138755.6",0.920268798530204,3.74317778091329,2.49498532053837,0.0138302262197628,0.689080726767443,-2.98215884780227,"ENSG00000138755","CXCL9"
"ENSG00000136944.19",0.545087002876851,0.847283630173209,2.49060369865841,0.0139939867438686,0.691702773339791,-2.99017518207331,"ENSG00000136944","LMX1B"
"ENSG00000128298.17",-0.788922024863057,3.96074539980878,-2.48208779353852,0.0143172229107625,0.699271055036746,-3.00571949752772,"ENSG00000128298","BAIAP2L2"
"ENSG00000175793.12",-0.670090043246185,6.64646750117486,-2.4804311981397,0.0143808703151999,0.700814243529461,-3.00873782422854,"ENSG00000175793","SFN"
"ENSG00000112559.15",-0.535073765310793,3.3353550666926,-2.47062481465088,0.0147628327453764,0.707682384197451,-3.02656837520831,"ENSG00000112559","MDFI"
"ENSG00000119514.7",-0.550254299380206,2.94323083488649,-2.46731522903324,0.0148937685773094,0.707682384197451,-3.03257186439863,"ENSG00000119514","GALNT12"
"ENSG00000224650.2",0.940146371355217,4.16186601102273,2.45037086509581,0.0155804767515966,0.713344323107125,-3.06319603601998,"ENSG00000224650","IGHV3-74"
"ENSG00000196611.5",-1.01974253322202,4.39870971493635,-2.43505272370182,0.0162253802125191,0.723717695667059,-3.09071895441618,"ENSG00000196611","MMP1"
"ENSG00000065618.21",-0.805136657512211,3.01582320026539,-2.43332244111475,0.0162996974514217,0.725696088737928,-3.09381815292976,"ENSG00000065618","COL17A1"
"ENSG00000169083.18",0.540608037613868,0.947520239592557,2.40818413134058,0.0174140456827174,0.739701090098268,-3.13862232666198,"ENSG00000169083","AR"
"ENSG00000167653.5",-1.19993323235675,2.89887017040398,-2.39982150215877,0.0177994498973017,0.739701090098268,-3.15343471974481,"ENSG00000167653","PSCA"
"ENSG00000206075.14",-0.849990650389651,3.63761917959912,-2.39638944719644,0.0179597965525931,0.739701090098268,-3.1595004125989,"ENSG00000206075","SERPINB5"
"ENSG00000137648.19",-0.746877677236413,3.6257028916752,-2.37079664003888,0.0191963917457775,0.739701090098268,-3.20448647919203,"ENSG00000137648","TMPRSS4"
"ENSG00000243955.6",-0.907862710610821,2.2134220586638,-2.37030301031818,0.0192209653443416,0.739701090098268,-3.20534989689841,"ENSG00000243955","GSTA1"
"ENSG00000154451.14",0.508767774434946,1.64283246880094,2.36992735011964,0.0192396848790254,0.739701090098268,-3.20600686342237,"ENSG00000154451","GBP5"
"ENSG00000102554.14",-0.738892813179448,6.02507468692243,-2.35562857677769,0.0199642930366339,0.739701090098268,-3.23094337284938,"ENSG00000102554","KLF5"
"ENSG00000170786.12",-0.612216325086195,2.46687144955468,-2.35528518618455,0.0199819871443657,0.739701090098268,-3.23154056291089,"ENSG00000170786","SDR16C5"
"ENSG00000262406.3",-0.831827679868901,3.21586777369938,-2.3536872909722,0.0200645051395037,0.739701090098268,-3.23431842908848,"ENSG00000262406","MMP12"
"ENSG00000166106.3",0.552236636792722,1.46991838482568,2.35363084213893,0.0200674257448935,0.739701090098268,-3.23441653170754,"ENSG00000166106","ADAMTS15"
"ENSG00000244437.1",0.991471140122647,5.26491227307043,2.35247524306356,0.0201272977973217,0.739701090098268,-3.23642438564892,"ENSG00000244437","IGKV3-15"
"ENSG00000058085.15",-0.639751545316392,4.66572031300853,-2.35187203092745,0.020158613043936,0.739701090098268,-3.23747211430505,"ENSG00000058085","LAMC2"
"ENSG00000102837.7",-1.60840756731951,5.5212721208077,-2.34620699199589,0.0204548132138048,0.739701090098268,-3.24730000019602,"ENSG00000102837","OLFM4"
"ENSG00000146072.6",-0.526543987438658,5.41499137114288,-2.34590448258789,0.020470737539131,0.739701090098268,-3.24782420239623,"ENSG00000146072","TNFRSF21"
"ENSG00000100558.9",-0.554354890648308,4.39030166483659,-2.34235576274155,0.0206583630149808,0.739701090098268,-3.25396903877372,"ENSG00000100558","PLEK2"
"ENSG00000090661.12",0.592427470832546,2.31336873656097,2.3277085779346,0.0214489194707726,0.739701090098268,-3.27924280926518,"ENSG00000090661","CERS4"
"ENSG00000188536.13",-0.679585591191353,2.89595073301221,-2.32665315344553,0.0215068999335028,0.739701090098268,-3.28105842333277,"ENSG00000188536","HBA2"
"ENSG00000211897.9",0.96620905757734,5.40327435585951,2.32341815869391,0.0216854772712063,0.739701090098268,-3.28661885394757,"ENSG00000211897","IGHG3"
